1,2,200,"010021589-002","Northwestel Inc.","YT","CFG819","TOMBSTONE RIVER, YT","FX",64.525,-138.21527778,1404,15,10,165.4,.034,"D","30M0D7WET",30000,6123.1,43.2,4.63,"A","Andrew, Div of CommScope","UHX10-59C(D)","2016-07-11","0",256-QAM"
1,2,200,"010019541-002","Rogers Communications Canada Inc.","BC","VCU895","PENDER HARBOUR BC CECIL HILL","FX",49.6155,-124.00763889,440,36,25,212.8,-.404,"D","30M0D7WET",30000,6226.89,42.7,5.2,"B","Andrew, Div of CommScope","HPX10-58W (L6)","2017-03-16","0",64-QAM"
1,2,200,"010035459-002","Bell Mobility Inc.","ON","CIO404","Sleswick (5684 Charleston Sdrd) ON","FX",43.91202778,-79.93797222,444,122,43,261.9,.165,"D","30M0D7WET",30000,5945.2,39.1,1,"G","RFS (Celwave/Cablewave/Phelps Dodge)","UXA6-W59A","2018-09-28","0",256-QAM"
1,2,200,"010072049-002","Rogers Communications Canada Inc.","AB","XOW990","MORRINVILLE, Alberta","FX",53.79916667,-113.67138889,704,115,88,165.4,-.215,"D","30M0D7WET",30000,6123.1,41.7,2.7,"B","Andrew, Div of CommScope","UHX8-59W","2014-12-03","0",256-QAM"
1,2,200,"010021859-003","TELUS Communications Inc.","BC","VBH239","FORT ST JOHN RADIO, BC","FX",56.275,-120.89805556,762,60,58,22.1,-.216,"D","29M7D7WDT",29650,6286.19,40.8,6.7,"A","Andrew, Div of CommScope","UHP8-59W","2015-03-31","0",128-QAM"
1,2,200,"010023905-002","Rogers Communications Canada Inc.","AB","CIO744","WATT MOUNTAIN, AB   HWY58","FX",58.56638889,-117.74444444,418,106,80,100.1,-.264,"D","30M0D7WET",30000,6093.45,42.7,3.5,"B","Andrew, Div of CommScope","HPX10-58W (L6)","2016-07-01","0",256-QAM"
1,2,200,"010024491-003","Rogers Communications Canada Inc.","AB","XJP958","VILNA, ALBERTA-SW 32 59 12 W4","FX",54.14305556,-111.775,649,114,105.2,271.4,-.142,"D","30M0D7WET",30000,6093.45,40.8,.8,"B","Andrew, Div of CommScope","HPX8-58W","2015-12-31","0",64-QAM"
1,2,200,"010021441-002","Northwestel Inc.","YT","XMD728","BARLOW DOME, YT","FX",63.8425,-137.51722222,1372,76,24,272.9,-.329,"D","40M0D7WET",40000,6800,42,4.4,"B","Andrew, Div of CommScope","HPX8-65","2016-07-11","0",128-QAM"
1,2,200,"010069233-002","Sasktel","SK","CGF344","SUCKER LAKE SASK","FX",56.17916667,-103.67027778,443,102,90,234.0,-.147,"D","29M7D7WFT",29650,6004.5,45,5.2,"A","Andrew, Div of CommScope","HP12-59D","2011-12-20","0",64-QAM"
1,2,200,"010021923-004","TELUS Communications Inc.","BC","CFG261","SMITHERS CO, 3835 4th Avenue, Smithers, BC","FX",54.78138889,-127.17,497,24,20,133.8,.839,"D","30M0D7WET",30000,6004.5,42.3,5.16,"B","Andrew, Div of CommScope","HSX10-59A","2018-09-15","0",64-QAM"
1,2,200,"010042789-003","Rogers Communications Canada Inc.","ON","VAD403","Cobden, ON (Snake River Line)","FX",45.71458333,-77.00833333,182,92,50,58.2,-.138,"D","30M0D7WET",30000,6345.49,40.8,.8,"B","Andrew, Div of CommScope","HPX8-58W (L6)","2016-02-15","0",64-QAM"
1,2,200,"010025435-001","Rogers Communications Canada Inc.","AB","CGF924","THREE HILLS. ALBERTA-NE 13 32 24 W4","FX",51.74972222,-113.26666667,949,108,40,227.3,.083,"D","30M0D7WET",30000,6093.45,41.7,2.7,"G","Andrew, Div of CommScope","UHX8-59W","2013-10-01","0",64-QAM"
1,2,200,"010028587-002","Rogers Communications Canada Inc.","MB","CGE537","Selkirk, MB","FX",50.20055556,-96.84194444,221,107,77,33.5,-.089,"D","30M0D7WET",30000,6034.15,42.7,.8,"B","Andrew, Div of CommScope","HPX10-58W (L6)","2018-07-01","0",16-QAM"
1,2,200,"010026039-002","TELUS Communications Inc.","AB","VXJ459","Hays, Ab. SW 09-13-13 W4, AB1117","FX",50.06833333,-111.72777778,797,107,75,270.4,-.182,"D","30M0D7WET",30000,6785,39.3,.8,"A","Ericsson (Marconi/GEC)","ML6 1.8M HPX","2018-09-01","0",64-QAM"
1,2,200,"010041617-002","TELUS Communications Inc.","QC","CGO26","Port-Cartier, QC (Mont Trouble)","FX",50.17222222,-66.73694444,280,47,44,81.1,-.374,"D","30M0D7WET",30000,6445,45.6,3.7,"B","Mark Antennas, div. of Gabriel - Mark Antennas, div. de Gabriel","HP-65144WD","2015-08-17","0",128-TCM"
1,2,200,"010029551-002","Sasktel","SK","CGF351","COURTENAY LAKE SASK","FX",57.37638889,-103.97305556,450,100,85,154.9,-.268,"D","29M7D7WFT",29650,6197.24,48.5,6.4,"A","Andrew, Div of CommScope","HP15-77GC(GD)","2013-10-23","0",64-QAM"
1,2,200,"010024957-002","Rogers Communications Canada Inc.","AB","CGC567","VAUXHALL, ALBERTA-SE 25 13 16 W4","FX",50.11361111,-112.0525,792,91,50,97.2,-.072,"D","30M0D7WET",30000,6535,40.8,3.33,"A","Andrew, Div of CommScope","HPX8-58W","2014-12-15","0",64-QAM"
1,2,200,"010031087-004","Rogers Communications Canada Inc.","ON","VEL878","ROSLIN (1905 MOIRA RD) ON","FX",44.36955556,-77.36583333,177,100,38,184.1,-.238,"D","30M0D7WET",30000,6034.15,40.8,3.8,"B","Andrew, Div of CommScope","HPX8-58W (L6)","2020-07-01","0",256-QAM"
1,2,200,"010028851-003","NHCN Broadband Inc","MB","CGS287","Whiskey Jack, MB.","FX",54.44972222,-97.98197222,237,180,162,164.9,-.345,"D","60M0D1D",60000,5960.025,38.9,.5,"G","DragonWave Inc.","A-ANT-6G-6","2021-05-06","0",1024-QAM"
1,2,200,"010027845-003","Northwestel Inc.","NT","VBU653","Inuvik, NT","FX",68.37277778,-133.65361111,144,123,118,184.6,-.288,"D","30M0D7WET",30000,6034.15,43.2,8.9,"A","Andrew, Div of CommScope","UHX10-59J","2021-06-10","0",256-QAM"
1,2,200,"010042523-002","Rogers Communications Canada Inc.","QC","CJL555","St-Jean-sur-Richelieu, Qc (310, Brosseau)","FX",45.30888889,-73.27116667,34,50,40,162.6,.086,"D","30M0D7WET",30000,6345.49,40.8,2.3,"A","Andrew, Div of CommScope","HPX8-58W (L6)","2016-07-28","0",64-QAM"
1,2,200,"010028707-003","Rogers Communications Canada Inc.","MB","CFB329","RUSSELL, MANITOBA","FX",50.79944444,-101.25138889,571,108,90.4,352.7,-.180,"D","30M0D7WET",30000,6093.45,42.7,.8,"B","Andrew, Div of CommScope","HPX10-58W (L6)","2017-04-01","0",64-QAM"
1,2,200,"010045491-002","Rogers Communications Canada Inc.","NS","XMZ263","Boularderie, NS","FX",46.2175,-60.47722222,107,90,63,101.2,-.251,"D","30M0D7WET",30000,6345.49,40.8,.8,"A","Andrew, Div of CommScope","HPX8-58W (L6)","2016-08-01","0",64-QAM"
1,2,200,"010018891-002","Rogers Communications Canada Inc.","BC","VFE202","LAC LA HACHE BC","FX",51.83722222,-121.53583333,911,107,74,338.1,.151,"D","30M0D7WET",30000,6505,43.4,6.2,"B","Andrew, Div of CommScope","HPX10-58W (U6)","2017-04-19","0",256-QAM"
1,2,200,"010019533-002","Rogers Communications Canada Inc.","BC","CFI627","GARIBALDI BC (W353)","FX",49.95638889,-123.17638889,630,25,12,53.9,4.518,"D","30M0D7WET",30000,6445,38.8,3.9,"A","Andrew, Div of CommScope","UHX6-59W","2015-12-18","0",128-QAM"
1,2,200,"010026051-005","TELUS Communications Inc.","AB","VXJ648","Clive, Ab. SE 30-40-24 W4, AB1674","FX",52.46972222,-113.43722222,884,92,78,122.8,-.120,"D","30M0D7WET",30000,6475,42.1,4.3,"G","Ericsson (Marconi/GEC)","ML6 2.4M HPX","2018-08-01","0",64-QAM"
1,2,200,"010025987-007","TELUS Communications Inc.","AB","CZV510","Westerose, AB (NE 03-46-01 W5)","FX",52.93833333,-114.05194444,925,91,23,28.4,-.117,"D","30M0D7W",30000,6725,39.3,3.1,"G","Ericsson (Marconi/GEC)","ML6 1.8M HPX","2021-09-01","0",4096-QAM"
1,2,200,"010020575-004","TELUS Communications Inc.","BC","CGA260","MT BLENHEIM BC","FX",48.91361111,-124.95472222,572,30,20,274.6,-1.018,"D","27M5D7WET",27500,6286.19,38.8,4.11,"A","Andrew, Div of CommScope","UHX6-59H","2017-04-30","0",256-QAM"
1,2,200,"010019095-002","Rogers Communications Canada Inc.","BC","VEM996","150 MILE HOUSE, BC","FX",52.10111111,-121.95361111,838,70,65,135.5,.007,"D","30M0D7WET",30000,6375.14,44.1,2.3,"B","Andrew, Div of CommScope","HPX12-58W(LL6)","2018-10-22","0",256-QAM"
1,2,200,"010666097-003","Bell Canada","QC","CGD902","Baie-James, QC (810 Road)","FX",49.81386111,-78.94938889,274,122,115,130.2,-.237,"D","30M0D7WET",30000,5974.85,41.6,8.9,"B","RFS (Celwave/Cablewave/Phelps Dodge)","UXA8-W59A","2019-10-07","0",64-QAM"
1,2,200,"010019121-004","Rogers Communications Canada Inc.","BC","VFE974","CALLAGHAN VALLEY, BC","FX",50.13444444,-123.11722222,854,57,54.5,165.5,3.248,"D","30M0D7W",30000,6256.54,38.8,6.52,"B","Andrew, Div of CommScope","UHX6-59W","2020-12-18","0",1024-QAM"
1,2,200,"010722147-003","Bell Mobility Inc.","ON","VFE422","Bewdley (8730 Hwy 28) ON","FX",44.08763889,-78.33555556,250,108,24,42.3,-.059,"D","30M0D7W",30000,5945.2,39.1,.5,"G","RFS (Celwave/Cablewave/Phelps Dodge)","UXA6-W59A","2019-07-15","0",1024-QAM"
1,2,200,"010045729-004","Rogers Communications Canada Inc.","PE","XKH245","Glen Valley (Hunter River), PE","FX",46.33361111,-63.42861111,129,92,76.6,286.2,-.357,"D","30M0D7WET",30000,6093.45,40.5,.8,"A","Andrew, Div of CommScope","UHX8-58WA (6)","2021-12-20","0",64-QAM"
1,2,200,"010311617-002","Gouvernement du Quebec (ITQ) - Micro-Ondes RENIR","QC","CFA319","Barraute, QC, Chemin du Lac-Legendre","FX",48.4,-77.76472222,460,91,26,77.4,-.185,"D","10M0D7WET",10000,6034.15,40.8,1.55,"A","Andrew, Div of CommScope","UHP8-59W","2016-04-05","0",64-QAM"
1,2,200,"010042523-002","Rogers Communications Canada Inc.","QC","CIN965","HENRYVILLE, QC (Rang des Cotes)","FX",45.12938889,-73.19136111,40,100,94,342.6,-.227,"D","30M0D7WET",30000,6093.45,40.8,2.3,"A","Andrew, Div of CommScope","HPX8-58W (L6)","2016-07-28","0",64-QAM"
1,2,200,"010021497-003","Northwestel Inc.","YT","CZW294","ROSS RIVER YT","FX",61.9475,-132.49861111,1051,32,30.8,308.0,-.190,"D","30M0D7WET",30000,6004.5,41.3,1.8,"B","Andrew, Div of CommScope","HPX8-59","2021-04-12","0",128-QAM"
1,2,200,"010021701-002","TELUS Communications Inc.","BC","CFW284","HOUSTON BC","FX",54.44822778,-126.66602222,1240,47.2,29,108.0,-.230,"D","30M0D7W",30000,6315.84,44.8,8.15,"A","Andrew, Div of CommScope","UHX12-59H","2019-07-17","0",4096-QAM"
1,2,200,"010025269-002","Rogers Communications Canada Inc.","AB","VEM761","MYRNAM, AB NE 24 053 09 W4","FX",53.6275,-111.2375,656,103,97,214.3,-.060,"D","28M0D7WET",28000,6123.1,42.7,2.7,"A","Andrew, Div of CommScope","HPX10-58W (L6)","2014-12-15","0",256-QAM"
1,2,200,"010018411-001","TELUS Communications Inc.","BC","CGE894","BOWEN ISLAND BC-MT GARDNER (TELUS)","FX",49.37916667,-123.38861111,710,30,15,116.0,-1.360,"D","30M0D7WET",30000,6565,42,2,"B","Andrew, Div of CommScope","UHX8-65D (6)","2013-12-05","0",128-TCM"
1,2,200,"010713967-002","Rogers Communications Canada Inc.","ON","VYA837","WEST ELGIN (22717 DOWNIE LINE) ON","FX",42.58978889,-81.67588056,213,60,45,52.5,-.042,"D","27M4D7W",27400,6286.19,40.8,4.8,"G","Andrew, Div of CommScope","HPX8-58W (L6)","2022-03-30","0",4096-QAM"
1,2,200,"010023895-003","Rogers Communications Canada Inc.","AB","XOK89","Hanna, Ab. NW 18-31-13 W4","FX",51.6575,-111.84694444,849,99,43.2,269.3,.023,"D","30M0D7WET",30000,6123.1,42.7,4.8,"B","Andrew, Div of CommScope","HPX10-58W (L6)","2015-12-31","0",64-QAM"
1,2,200,"010028719-004","Rogers Communications Canada Inc.","MB","CFB338","Holland, MB. PR 245","FX",49.53583333,-98.7425,513,60,49.2,350.9,-.355,"D","20M0D7WET",20000,6440,41.9,.8,"A","Andrew, Div of CommScope","HPX8-58W (U6)","2017-04-01","0",64-QAM"
1,2,200,"010041935-003","Rogers Communications Canada Inc.","QC","VBB849","Saint-Tite, QC (rue De La Montagne)","FX",46.72222222,-72.56166667,189,107,101,95.9,-.157,"D","30M0D7WET",30000,6345.49,40.8,.8,"G","Andrew, Div of CommScope","HPX8-58W (L6)","2018-09-01","0",256-QAM"
1,2,200,"010025513-002","TELUS Communications Inc.","AB","CHK602","VILNA, AB SW 32-58-13 W4","FX",54.05055556,-111.90805556,658,90,48,300.4,-.018,"D","30M0D7W",30000,6445,39.3,4.3,"G","Ericsson (Marconi/GEC)","ML6 1.8M HPX","2021-07-01","0",4096-QAM"
1,2,200,"010021399-002","Northwestel Inc.","YT","CFG823","OGILVIE RIVER YT","FX",65.50081667,-138.17768056,1205,15,10,30.4,-.522,"D","30M0D7WET",30000,5945.2,43.2,1.1,"A","Andrew, Div of CommScope","UHX10-59C(D)","2016-07-11","0",128-QAM"
1,2,200,"010024581-003","Rogers Communications Canada Inc.","AB","XOU995","FAIRVIEW, ALBERTA-NW 8 19 4 W6","FX",55.83722222,-118.59805556,574,108,61.2,270.9,-.061,"D","28M0D7WET",28000,6093.45,42.1,2.7,"A","Andrew, Div of CommScope","UHX10-58WA (6)","2015-05-05","0",256-QAM"
1,2,200,"010041929-002","Rogers Communications Canada Inc.","QC","VES839","SAINT-GEORGES,QC (ST-FRANCOIS WEST)","FX",46.15888889,-70.74722222,351,107,30,74.1,-.049,"D","30M0D7WET",30000,6093.45,39.3,.8,"B","Ericsson (Marconi/GEC)","ML6 1.8M HPX","2014-06-27","0",64-QAM"
1,2,200,"010680648-001","Rogers Communications Canada Inc.","AB","CFD820","LOMOND,SW  14-16-20  W4,T0L 1G0,AB","FX",50.34138889,-112.65805556,888,91,60,177.0,-.150,"D","30M0D7WET",30000,6345.49,42.1,2.3,"B","Andrew, Div of CommScope","UHX10-58WA (6)","2016-06-30","0",64-QAM"
1,2,200,"010025521-004","TELUS Communications Inc.","AB","CHK618","CYNTHIA, AB  1 26 50 11 W5","FX",53.33888889,-115.4875,1005,91,49,146.6,-.156,"D","30M0D7WET",30000,6535,39.3,4.3,"A","Ericsson (Marconi/GEC)","ML6 1.8M HPX","2018-09-06","0",64-QAM"
1,2,200,"010043691-002","Bell Mobility Inc.","QC","VES963","ST-PHILIPPE","FX",47.48666667,-69.85888889,137,91,10,292.1,.525,"D","10M0D7WET",10000,6780,43.8,2.1,"B","Andrew, Div of CommScope","UHX10X-65","1995-01-01","0",64-QAM"
1,2,200,"010034293-004","Bell Mobility Inc.","ON","CZL235","Marathon (Wolf Camp Lake/Hwy 17) ON","FX",48.81108333,-86.43438889,502,53,26,129.5,-.710,"D","27M5D7WET",27500,6256.54,39.1,.4,"B","RFS (Celwave/Cablewave/Phelps Dodge)","UXA6-W59A","2019-09-11","0",64-QAM"
1,2,200,"010044383-004","TELUS Communications Inc.","QC","CFW906","Vercheres, QC (229 Montee Calixa-Lavalee)","FX",45.76652778,-73.34769444,15.3,45,40.5,127.2,.068,"D","27M5D7WET",27500,6445,39.5,4.4,"B","RFS (Celwave/Cablewave/Phelps Dodge)","SUX6-65B","2020-01-01","0",64-QAM"
1,2,200,"010023801-002","Bell Mobility Inc.","NT","VXJ582","RABBIT CREEK NWT","FX",60.53333333,-123.46722222,322,102,35,174.0,-.169,"D","30M0D7WET",30000,6535,39.4,1.6,"A","RFS (Celwave/Cablewave/Phelps Dodge)","SU6-W60STX","2009-04-01","0",64-QAM"
1,2,200,"010028619-005","Rogers Communications Canada Inc.","MB","CGE539","PORTAGE LA PRAIRIE, MB.","FX",50.00575556,-98.10340556,250,112,112,254.3,-.131,"D","27M4D7W",27400,6315.84,42.7,4.3,"B","Andrew, Div of CommScope","HPX10-58W (L6)","2021-03-01","0",1024-QAM"
1,2,200,"010043973-002","Bell Mobility Inc.","QC","CHX373","ST FELIX D'OTIS, QC (167 PRINCIPALE","FX",48.30472222,-70.68472222,123,100,75,123.8,.118,"D","30M0D7WET",30000,6785,39.4,1.6,"B","RFS (Celwave/Cablewave/Phelps Dodge)","SU6-W60STX","2012-06-25","0",64-QAM"
1,2,200,"010020553-003","TELUS Communications Inc.","BC","CFZ57","Campbell River, BC., 600 Dogwood Street N","FX",50.01777778,-125.24861111,58,70,70,307.1,.692,"D","30M0D7WET",30000,5945.2,44.8,4.4,"B","Andrew, Div of CommScope","UHX12-59C","2017-04-24","0",128-TCM"
1,2,200,"010024577-002","Rogers Communications Canada Inc.","AB","XNZ217","BOYLE/BONDISS, ALTA-SE 9 64 19 W4","FX",54.52027778,-112.80916667,737,120,61.5,303.6,-.336,"D","30M0D7WET",30000,6034.15,42.1,5.6,"A","Andrew, Div of CommScope","UHX10-58WA (6)","2014-12-15","0",256-QAM"
1,2,200,"010024295-004","Rogers Communications Canada Inc.","AB","VXJ755","HOLDEN, ALBERTA","FX",53.23694444,-112.24944444,689,103,100,71.9,-.169,"D","30M0D7WET",30000,6093.45,40.8,.8,"A","Andrew, Div of CommScope","HPX8-58W (L6)","2015-12-31","0",64-QAM"
1,2,200,"010031145-003","Rogers Communications Canada Inc.","ON","XKU560","Fenelon Falls (2148 Glenarm Rd) ON","FX",44.51222222,-78.80722222,274,91,86.5,280.9,-.163,"D","30M0D7WET",30000,6475,43.2,4.8,"A","Andrew, Div of CommScope","UHX10-59W","2019-07-24","0",512-QAM"
1,2,200,"010020861-001","Shaw Cablesystems Inc.","AB","CFR398","CROWSNEST BC","FX",49.63666667,-114.65833333,1892,85,5,91.4,-2.960,"D","30M0D7WET",30000,6152.75,38.8,3.7,"B","Andrew, Div of CommScope","UHX6-59H","2007-03-07","0",128-TCM"
1,2,200,"010019587-002","Rogers Communications Canada Inc.","BC","CGE825","BOWEN ISLAND BC-MT GARDNER (CBC)","FX",49.37888889,-123.38861111,710,46,28,22.9,-.455,"D","30M0D7WET",30000,6505,40.8,4.2,"A","Andrew, Div of CommScope","HPX8-58W (L6)","2015-04-01","0",128-QAM"
1,2,200,"010018227-001","Bell Media Inc","BC","CFI591","MT SEYMOUR BC - PINNACLE SITE","FX",49.35722222,-122.95361111,949,12,10,234.9,-3.185,"A","18M8F8FNF",18800,6460,39.5,7.8,"B","Andrew, Div of CommScope","UHX6-65D","2010-06-01","0",FM-VIDEO"
1,2,200,"010082656-001","Rogers Communications Canada Inc.","ON","VYB334","HALIBURTON(HWY 118/ HURRICANE LK)ON","FX",45.08561667,-78.58144444,408,122,118,300.7,-.185,"D","30M0D7WET",30000,6093.45,40.8,.9,"A","Andrew, Div of CommScope","HPX8-58W (L6)","2015-01-12","0",256-QAM"
1,2,200,"010019731-003","Rogers Communications Canada Inc.","BC","VEM243","GOODLOW BC","FX",56.36222222,-120.10111111,751,110,100,221.9,-.137,"D","28M0D7WET",28000,6093.45,42.7,2.7,"B","Andrew, Div of CommScope","HPX10-58W (L6)","2015-04-01","0",256-QAM"
1,2,200,"010027841-002","Northwestel Inc.","NT","CFG827","NORTH VITTREKWA RIVER","FX",67.05611111,-136.205,954,21,21,47.2,.116,"D","30M0D7WET",30000,6004.5,41.3,1.3,"A","Andrew, Div of CommScope","UHX8-59","2016-07-11","0",128-QAM"
1,2,200,"010041397-001","Gouvernement du Quebec (ITQ) - Micro-Ondes RENIR","QC","CIO479","MONT-STE-MARIE, QC","FX",45.93805556,-75.85083333,552,60,26,240.3,-.445,"D","30M0D7WET",30000,6286.19,40.8,1.6,"B","Andrew, Div of CommScope","UHP8-59W","2010-07-30","0",128-TCM"
